County,NUTS_II,Foot
Wexford,SE,4
Wexford,SE,13
Wexford,SE,6
Wexford,SE,4
Wexford,SE,25
Wexford,SE,64
Wexford,SE,10
Wexford,SE,52
Wexford,SE,53
Wexford,SE,9
Wexford,SE,6
Wexford,SE,17
Wexford,SE,10
Wexford,SE,4
Wexford,SE,2
Wexford,SE,6
Wexford,SE,0
Wexford,SE,10
Wexford,SE,2
Wexford,SE,5
Wexford,SE,5
Wexford,SE,7
Wexford,SE,18
Wexford,SE,22
Wexford,SE,3
Wexford,SE,4
Wexford,SE,10
Wexford,SE,11
Wexford,SE,4
Wexford,SE,11
Wexford,SE,6
Wexford,SE,3
Wexford,SE,0
Wexford,SE,4
Wexford,SE,29
Wexford,SE,4
Wexford,SE,14
Wexford,SE,15
Wexford,SE,12
Wexford,SE,26
Wexford,SE,8
Wexford,SE,2
Wexford,SE,11
Wexford,SE,24
Wexford,SE,8
Wexford,SE,1
Wexford,SE,6
Wexford,SE,10
Wexford,SE,1
Wexford,SE,5
Wexford,SE,7
Wexford,SE,4
Wexford,SE,4
Wexford,SE,14
Wexford,SE,29
Wexford,SE,4
Wexford,SE,2
Wexford,SE,4
Wexford,SE,11
Wexford,SE,10
Wexford,SE,3
Wexford,SE,0
Wexford,SE,7
Wexford,SE,8
Wexford,SE,3
Wexford,SE,4
Wexford,SE,7
Wexford,SE,4
Wexford,SE,5
Wexford,SE,0
Wexford,SE,0
Wexford,SE,0
Wexford,SE,5
Wexford,SE,1
Wexford,SE,7
Wexford,SE,30
Wexford,SE,6
Wexford,SE,9
Wexford,SE,4
Wexford,SE,9
Wexford,SE,0
Wexford,SE,12
Wexford,SE,6
Wexford,SE,5
Wexford,SE,15
Wexford,SE,1
Wexford,SE,3
Wexford,SE,62
Wexford,SE,14
Wexford,SE,6
Wexford,SE,6
Wexford,SE,4
Wexford,SE,7
Wexford,SE,11
Wexford,SE,27
Wexford,SE,7
Wexford,SE,9
Wexford,SE,28
Wexford,SE,5
Wexford,SE,17
Wexford,SE,11
Wexford,SE,60
Wexford,SE,30
Wexford,SE,44
Wexford,SE,26
Wexford,SE,21
Wexford,SE,24
Wexford,SE,18
Wexford,SE,38
Wexford,SE,49
Wexford,SE,48
Wexford,SE,33
Wexford,SE,50
Wexford,SE,27
Wexford,SE,53
Wexford,SE,41
Wexford,SE,12
Wexford,SE,42
Wexford,SE,30
Wexford,SE,41
Wexford,SE,12
Wexford,SE,48
Wexford,SE,27
Wexford,SE,46
Wexford,SE,27
Wexford,SE,50
Wexford,SE,34
Wexford,SE,41
Wexford,SE,12
Wexford,SE,33
Wexford,SE,61
Wexford,SE,22
Wexford,SE,5
Wexford,SE,4
Wexford,SE,6
Wexford,SE,26
Wexford,SE,2
Wexford,SE,0
Wexford,SE,9
Wexford,SE,6
Wexford,SE,6
Wexford,SE,7
Wexford,SE,6
Wexford,SE,44
Wexford,SE,15
Wexford,SE,25
Wexford,SE,9
Wexford,SE,6
Wexford,SE,2
Wexford,SE,18
Wexford,SE,4
Wexford,SE,5
Wexford,SE,9
Wexford,SE,12
Wexford,SE,7
Wexford,SE,5
Wexford,SE,8
Wexford,SE,3
Wexford,SE,3
Wexford,SE,3
Wexford,SE,6
Wexford,SE,3
Wexford,SE,4
Wexford,SE,10
Wexford,SE,27
Wexford,SE,7
Wexford,SE,3
Wexford,SE,10
Wexford,SE,5
Wexford,SE,4
Wexford,SE,5
Wexford,SE,15
Wexford,SE,1
Wexford,SE,8
Wexford,SE,11
Wexford,SE,0
Wexford,SE,5
Wexford,SE,3
Wexford,SE,11
Wexford,SE,2
Wexford,SE,2
Wexford,SE,10
Wexford,SE,13
Wexford,SE,3
Wexford,SE,24
Wexford,SE,8
Wexford,SE,4
Wexford,SE,5
Wexford,SE,1
Wexford,SE,6
Wexford,SE,7
Wexford,SE,5
Wexford,SE,3
Wexford,SE,3
Wexford,SE,5
Wexford,SE,2
Wexford,SE,5
Wexford,SE,2
Wexford,SE,16
Wexford,SE,2
Wexford,SE,4
Wexford,SE,7
Wexford,SE,3
Wexford,SE,2
Wexford,SE,4
Wexford,SE,5
Wexford,SE,5
Wexford,SE,14
Wexford,SE,27
Wexford,SE,8
Wexford,SE,27
Wexford,SE,30
Wexford,SE,27
Wexford,SE,7
Wexford,SE,19
Wexford,SE,29
Wexford,SE,15
Wexford,SE,25
Wexford,SE,28
Wexford,SE,7
Wexford,SE,39
Wexford,SE,12
Wexford,SE,7
Wexford,SE,4
Wexford,SE,2
Wexford,SE,6
Wexford,SE,3
Wexford,SE,2
Wexford,SE,5
Wexford,SE,8
Wexford,SE,23
Wexford,SE,2
Wexford,SE,7
Wexford,SE,3
Wexford,SE,1
Wexford,SE,4
Wexford,SE,3
Wexford,SE,3
Wexford,SE,6
Wexford,SE,8
Wexford,SE,28
Wexford,SE,7
Wexford,SE,1
Wexford,SE,9
Wexford,SE,4
Wexford,SE,8
Wexford,SE,15
Wexford,SE,7
Wexford,SE,5
Wexford,SE,2
Wexford,SE,10
Wexford,SE,8
Wexford,SE,15
Wexford,SE,2
Wexford,SE,21
Wexford,SE,19
Wexford,SE,2
Wexford,SE,7
Wexford,SE,8
Wexford,SE,8
Wexford,SE,4
Wexford,SE,3
Wexford,SE,12
Wexford,SE,6
Wexford,SE,2
Wexford,SE,7
Wexford,SE,2
Wexford,SE,6
Wexford,SE,4
Wexford,SE,2
Wexford,SE,1
Wexford,SE,7
Wexford,SE,27
Wexford,SE,8
Wexford,SE,3
Wexford,SE,4
Wexford,SE,6
Wexford,SE,3
Wexford,SE,10
Wexford,SE,2
Wexford,SE,12
Wexford,SE,6
Wexford,SE,4
Wexford,SE,6
Wexford,SE,45
Wexford,SE,5
Wexford,SE,6
Wexford,SE,3
Wexford,SE,0
Wexford,SE,5
Wexford,SE,1
Wexford,SE,10
Wexford,SE,23
Wexford,SE,11
Wexford,SE,0
Wexford,SE,0
Wexford,SE,8
Wexford,SE,6
Wexford,SE,7
Wexford,SE,7
Wexford,SE,15
Wexford,SE,3
Wexford,SE,2
Wexford,SE,3
Wexford,SE,5
Wexford,SE,6
Wexford,SE,3
Wexford,SE,4
Wexford,SE,8
Wexford,SE,12
Wexford,SE,1
Wexford,SE,0
Wexford,SE,3
Wexford,SE,9
Wexford,SE,4
Wexford,SE,5
Wexford,SE,5
Wexford,SE,16
Wexford,SE,11
Wexford,SE,8
Wexford,SE,4
Wexford,SE,11
Wexford,SE,2
Wexford,SE,12
Wexford,SE,21
Wexford,SE,9
Wexford,SE,6
Wexford,SE,4
Wexford,SE,10
Wexford,SE,0
Wexford,SE,5
Wexford,SE,2
Wexford,SE,6
Wexford,SE,1
Wexford,SE,13
Wexford,SE,6
Wexford,SE,15
Wexford,SE,0
Wexford,SE,5
Wexford,SE,5
Wexford,SE,4
Wexford,SE,3
Wexford,SE,3
Wexford,SE,4
Wexford,SE,8
Wexford,SE,6
Wexford,SE,0
Wexford,SE,7
Wexford,SE,11
Wexford,SE,22
Wexford,SE,20
Wexford,SE,14
Wexford,SE,1
Wexford,SE,3
Wexford,SE,10
Wexford,SE,8
Wexford,SE,7
Wexford,SE,7
Wexford,SE,8
Wexford,SE,14
Wexford,SE,5
Wexford,SE,9
Wexford,SE,1
Wexford,SE,6
Wexford,SE,3
Wexford,SE,4
Wexford,SE,34
Wexford,SE,31
Wexford,SE,15
Wexford,SE,13
Wexford,SE,7
Wexford,SE,5
Wexford,SE,2
Wexford,SE,20
Wexford,SE,134
Wexford,SE,60
Wexford,SE,17
Wexford,SE,39
Wexford,SE,56
Wexford,SE,37
Wexford,SE,45
Wexford,SE,44
Wexford,SE,27
Wexford,SE,5
Wexford,SE,33
Wexford,SE,24
Wexford,SE,15
Wexford,SE,52
Wexford,SE,61
Wexford,SE,19
Wexford,SE,34
Wexford,SE,17
Wexford,SE,16
Wexford,SE,21
Wexford,SE,61
Wexford,SE,69
Wexford,SE,33
Wexford,SE,16
Wexford,SE,23
Wexford,SE,6
Wexford,SE,20
Wexford,SE,11
Wexford,SE,10
Wexford,SE,27
Wexford,SE,6
Wexford,SE,7
Wexford,SE,18
Wexford,SE,6
Wexford,SE,38
Wexford,SE,32
Wexford,SE,39
Wexford,SE,12
Wexford,SE,22
Wexford,SE,20
Wexford,SE,16
Wexford,SE,31
Wexford,SE,2
Wexford,SE,35
Wexford,SE,44
Wexford,SE,11
Wexford,SE,6
Wicklow,SE,22
Wicklow,SE,25
Wicklow,SE,44
Wicklow,SE,27
Wicklow,SE,16
Wicklow,SE,33
Wicklow,SE,37
Wicklow,SE,29
Wicklow,SE,47
Wicklow,SE,18
Wicklow,SE,35
Wicklow,SE,13
Wicklow,SE,39
Wicklow,SE,40
Wicklow,SE,33
Wicklow,SE,26
Wicklow,SE,29
Wicklow,SE,24
Wicklow,SE,17
Wicklow,SE,32
Wicklow,SE,50
Wicklow,SE,38
Wicklow,SE,12
Wicklow,SE,42
Wicklow,SE,59
Wicklow,SE,36
Wicklow,SE,42
Wicklow,SE,42
Wicklow,SE,32
Wicklow,SE,46
Wicklow,SE,27
Wicklow,SE,6
Wicklow,SE,22
Wicklow,SE,32
Wicklow,SE,28
Wicklow,SE,18
Wicklow,SE,33
Wicklow,SE,28
Wicklow,SE,12
Wicklow,SE,51
Wicklow,SE,28
Wicklow,SE,7
Wicklow,SE,29
Wicklow,SE,33
Wicklow,SE,25
Wicklow,SE,23
Wicklow,SE,11
Wicklow,SE,21
Wicklow,SE,56
Wicklow,SE,11
Wicklow,SE,29
Wicklow,SE,12
Wicklow,SE,51
Wicklow,SE,35
Wicklow,SE,31
Wicklow,SE,43
Wicklow,SE,7
Wicklow,SE,24
Wicklow,SE,57
Wicklow,SE,52
Wicklow,SE,24
Wicklow,SE,37
Wicklow,SE,61
Wicklow,SE,69
Wicklow,SE,39
Wicklow,SE,37
Wicklow,SE,27
Wicklow,SE,36
Wicklow,SE,61
Wicklow,SE,51
Wicklow,SE,34
Wicklow,SE,24
Wicklow,SE,27
Wicklow,SE,16
Wicklow,SE,27
Wicklow,SE,18
Wicklow,SE,30
Wicklow,SE,17
Wicklow,SE,38
Wicklow,SE,19
Wicklow,SE,39
Wicklow,SE,18
Wicklow,SE,17
Wicklow,SE,75
Wicklow,SE,21
Wicklow,SE,19
Wicklow,SE,38
Wicklow,SE,27
Wicklow,SE,37
Wicklow,SE,32
Wicklow,SE,44
Wicklow,SE,31
Wicklow,SE,47
Wicklow,SE,40
Wicklow,SE,26
Wicklow,SE,54
Wicklow,SE,32
Wicklow,SE,40
Wicklow,SE,42
Wicklow,SE,37
Wicklow,SE,22
Wicklow,SE,52
Wicklow,SE,24
Wicklow,SE,39
Wicklow,SE,8
Wicklow,SE,76
Wicklow,SE,42
Wicklow,SE,47
Wicklow,SE,65
Wicklow,SE,60
Wicklow,SE,32
Wicklow,SE,43
Wicklow,SE,18
Wicklow,SE,44
Wicklow,SE,19
Wicklow,SE,16
Wicklow,SE,19
Wicklow,SE,26
Wicklow,SE,26
Wicklow,SE,19
Wicklow,SE,86
Wicklow,SE,35
Wicklow,SE,54
Wicklow,SE,53
Wicklow,SE,19
Wicklow,SE,15
Wicklow,SE,42
Wicklow,SE,34
Wicklow,SE,85
Wicklow,SE,44
Wicklow,SE,57
Wicklow,SE,31
Wicklow,SE,38
Wicklow,SE,28
Wicklow,SE,56
Wicklow,SE,12
Wicklow,SE,37
Wicklow,SE,43
Wicklow,SE,5
Wicklow,SE,61
Wicklow,SE,42
Wicklow,SE,63
Wicklow,SE,11
Wicklow,SE,15
Wicklow,SE,5
Wicklow,SE,7
Wicklow,SE,29
Wicklow,SE,43
Wicklow,SE,44
Wicklow,SE,10
Wicklow,SE,53
Wicklow,SE,9
Wicklow,SE,35
Wicklow,SE,32
Wicklow,SE,31
Wicklow,SE,37
Wicklow,SE,19
Wicklow,SE,33
Wicklow,SE,29
Wicklow,SE,80
Wicklow,SE,26
Wicklow,SE,14
Wicklow,SE,37
Wicklow,SE,20
Wicklow,SE,5
Wicklow,SE,10
Wicklow,SE,29
Wicklow,SE,27
Wicklow,SE,9
Wicklow,SE,11
Wicklow,SE,16
Wicklow,SE,15
Wicklow,SE,24
Wicklow,SE,7
Wicklow,SE,50
Wicklow,SE,35
Wicklow,SE,62
Wicklow,SE,16
Wicklow,SE,3
Wicklow,SE,5
Wicklow,SE,2
Wicklow,SE,12
Wicklow,SE,7
Wicklow,SE,4
Wicklow,SE,3
Wicklow,SE,5
Wicklow,SE,19
Wicklow,SE,3
Wicklow,SE,2
Wicklow,SE,11
Wicklow,SE,2
Wicklow,SE,11
Wicklow,SE,9
Wicklow,SE,15
Wicklow,SE,12
Wicklow,SE,13
Wicklow,SE,21
Wicklow,SE,13
Wicklow,SE,5
Wicklow,SE,3
Wicklow,SE,2
Wicklow,SE,4
Wicklow,SE,13
Wicklow,SE,49
Wicklow,SE,2
Wicklow,SE,21
Wicklow,SE,9
Wicklow,SE,5
Wicklow,SE,14
Wicklow,SE,12
Wicklow,SE,38
Wicklow,SE,11
Wicklow,SE,24
Wicklow,SE,11
Wicklow,SE,20
Wicklow,SE,60
Wicklow,SE,6
Wicklow,SE,4
Wicklow,SE,14
Wicklow,SE,26
Wicklow,SE,5
Wicklow,SE,3
Wicklow,SE,18
Wicklow,SE,6
Wicklow,SE,2
Wicklow,SE,11
Wicklow,SE,19
Wicklow,SE,14
Wicklow,SE,6
Wicklow,SE,5
Wicklow,SE,3
Wicklow,SE,17
Wicklow,SE,3
Wicklow,SE,24
Wicklow,SE,25
Wicklow,SE,19
Wicklow,SE,24
Wicklow,SE,42
Wicklow,SE,22
Wicklow,SE,11
Wicklow,SE,13
Wicklow,SE,10
Wicklow,SE,12
Wicklow,SE,41
Wicklow,SE,2
Wicklow,SE,7
Wicklow,SE,6
Wicklow,SE,33
Wicklow,SE,32
Wicklow,SE,15
Wicklow,SE,30
Wicklow,SE,55
Wicklow,SE,32
Wicklow,SE,27
Wicklow,SE,8
Wicklow,SE,4
Wicklow,SE,5
Wicklow,SE,6
Wicklow,SE,1
Wicklow,SE,50
Wicklow,SE,20
Wicklow,SE,42
Wicklow,SE,10
Wicklow,SE,31
Wicklow,SE,32
Wicklow,SE,19
Wicklow,SE,30
Wicklow,SE,20
Wicklow,SE,14
Wicklow,SE,65
Wicklow,SE,49
Wicklow,SE,17
Wicklow,SE,47
Wicklow,SE,110
Wicklow,SE,35
Wicklow,SE,28
Wicklow,SE,16
Wicklow,SE,44
Wicklow,SE,23
Wicklow,SE,9
Wicklow,SE,9
Wicklow,SE,25
Wicklow,SE,13
Wicklow,SE,34
Wicklow,SE,7
Wicklow,SE,9
Wicklow,SE,18
Wicklow,SE,56
Wicklow,SE,80
Wicklow,SE,12
Wicklow,SE,6
Wicklow,SE,18
Wicklow,SE,37
Wicklow,SE,10
Wicklow,SE,67
Wicklow,SE,33
Wicklow,SE,50
Wicklow,SE,27
Wicklow,SE,21
Wicklow,SE,9
Wicklow,SE,26
Wicklow,SE,21
Wicklow,SE,47
Wicklow,SE,3
Wicklow,SE,4
Wicklow,SE,6
Wicklow,SE,11
Wicklow,SE,16
Wicklow,SE,9
Wicklow,SE,4
Wicklow,SE,1
Wicklow,SE,15
Wicklow,SE,8
Wicklow,SE,2
Wicklow,SE,22
Wicklow,SE,25
Wicklow,SE,8
Wicklow,SE,19
Wicklow,SE,4
Wicklow,SE,12
Wicklow,SE,7
Wicklow,SE,15
Wicklow,SE,2
Wicklow,SE,6
Wicklow,SE,1
Wicklow,SE,4
Wicklow,SE,27
Wicklow,SE,32
Wicklow,SE,25
Wicklow,SE,9
Wicklow,SE,13
Wicklow,SE,26
Wicklow,SE,37
Wicklow,SE,6
Wicklow,SE,1
Wicklow,SE,4
Wicklow,SE,7
Wicklow,SE,5
Wicklow,SE,13
Wicklow,SE,10
Wicklow,SE,5
Wicklow,SE,10
Wicklow,SE,6
Wicklow,SE,11
Wicklow,SE,2
Wicklow,SE,3
Wicklow,SE,8
Wicklow,SE,26
Wicklow,SE,9
Wicklow,SE,16
Wicklow,SE,8
Wicklow,SE,5
Wicklow,SE,19
Wicklow,SE,13
Wicklow,SE,9
Wicklow,SE,6
Wicklow,SE,3
Wicklow,SE,6
Wicklow,SE,1
Wicklow,SE,6
Wicklow,SE,4
Wicklow,SE,7
Wicklow,SE,2
Wicklow,SE,3
Wicklow,SE,32
Wicklow,SE,5
Wicklow,SE,3
Wicklow,SE,2
Wicklow,SE,4
Wicklow,SE,14
Wicklow,SE,2
Wicklow,SE,2
Wicklow,SE,43
Wicklow,SE,0
Wicklow,SE,1
Wicklow,SE,27
Wicklow,SE,25
Wicklow,SE,5
Wicklow,SE,11
Wicklow,SE,1
Wicklow,SE,9
Wicklow,SE,4
Wicklow,SE,0
Wicklow,SE,14
Wicklow,SE,59
Wicklow,SE,42
Wicklow,SE,28
Wicklow,SE,25
Wicklow,SE,31
Wicklow,SE,39
Wicklow,SE,8
Wicklow,SE,14
Wicklow,SE,21
Wicklow,SE,10
Wicklow,SE,2
Wicklow,SE,4
Wicklow,SE,3
Wicklow,SE,5
Wicklow,SE,13
Wicklow,SE,11
Wicklow,SE,3
Wicklow,SE,26
Wicklow,SE,14
Wicklow,SE,6
Wicklow,SE,5
Wicklow,SE,18
Wicklow,SE,32
Wicklow,SE,5
Wicklow,SE,2
Wicklow,SE,29
Wicklow,SE,17
Wicklow,SE,23
Wicklow,SE,5
Wicklow,SE,0
Wicklow,SE,2
Wicklow,SE,3
Wicklow,SE,4
Wicklow,SE,3
Wicklow,SE,6
Wicklow,SE,36
Wicklow,SE,7
Wicklow,SE,47
Wicklow,SE,31
Wicklow,SE,11
Wicklow,SE,9
Wicklow,SE,6
Wicklow,SE,26
Wicklow,SE,30
Wicklow,SE,8
Wicklow,SE,36
Wicklow,SE,22
Wicklow,SE,4
Wicklow,SE,10
Wicklow,SE,6
Wicklow,SE,4
Wicklow,SE,8
Wicklow,SE,19
Wicklow,SE,19
Wicklow,SE,34
Wicklow,SE,12
Wicklow,SE,18
Wicklow,SE,36
Wicklow,SE,20
Wicklow,SE,38
Wicklow,SE,7
Wicklow,SE,6
Wicklow,SE,19
Wicklow,SE,23
Wicklow,SE,10
Wicklow,SE,9
Wicklow,SE,44
Wicklow,SE,10
Wicklow,SE,10
Wicklow,SE,10
Wicklow,SE,2
Wicklow,SE,9
Wicklow,SE,7
Wicklow,SE,0
Wicklow,SE,6
Wicklow,SE,8
Wicklow,SE,1
Wicklow,SE,6
Wicklow,SE,44
Wicklow,SE,2
Wicklow,SE,29
Wicklow,SE,41
Wicklow,SE,34
Wicklow,SE,8
Wicklow,SE,22
Wicklow,SE,14
Wicklow,SE,14
Wicklow,SE,4
Wicklow,SE,3
Wicklow,SE,1
Wicklow,SE,1
Wicklow,SE,11
Wicklow,SE,12
Wicklow,SE,12
Wicklow,SE,3
Wicklow,SE,7
Wicklow,SE,22
Wicklow,SE,33
Wicklow,SE,8
Wicklow,SE,10
Wicklow,SE,7
Wicklow,SE,11
Wicklow,SE,35
Wicklow,SE,19
Clare,BMW,19
Clare,BMW,44
Clare,BMW,77
Clare,BMW,42
Clare,BMW,30
Clare,BMW,31
Clare,BMW,24
Clare,BMW,46
Clare,BMW,17
Clare,BMW,32
Clare,BMW,32
Clare,BMW,21
Clare,BMW,37
Clare,BMW,44
Clare,BMW,48
Clare,BMW,52
Clare,BMW,29
Clare,BMW,50
Clare,BMW,21
Clare,BMW,23
Clare,BMW,23
Clare,BMW,43
Clare,BMW,47
Clare,BMW,45
Clare,BMW,13
Clare,BMW,32
Clare,BMW,9
Clare,BMW,8
Clare,BMW,40
Clare,BMW,24
Clare,BMW,22
Clare,BMW,21
Clare,BMW,11
Clare,BMW,18
Clare,BMW,25
Clare,BMW,35
Clare,BMW,25
Clare,BMW,46
Clare,BMW,32
Clare,BMW,33
Clare,BMW,3
Clare,BMW,2
Clare,BMW,3
Clare,BMW,5
Clare,BMW,2
Clare,BMW,10
Clare,BMW,5
Clare,BMW,12
Clare,BMW,6
Clare,BMW,44
Clare,BMW,41
Clare,BMW,24
Clare,BMW,3
Clare,BMW,0
Clare,BMW,4
Clare,BMW,3
Clare,BMW,7
Clare,BMW,8
Clare,BMW,6
Clare,BMW,3
Clare,BMW,15
Clare,BMW,6
Clare,BMW,19
Clare,BMW,1
Clare,BMW,6
Clare,BMW,6
Clare,BMW,5
Clare,BMW,10
Clare,BMW,2
Clare,BMW,2
Clare,BMW,9
Clare,BMW,2
Clare,BMW,8
Clare,BMW,8
Clare,BMW,18
Clare,BMW,23
Clare,BMW,11
Clare,BMW,21
Clare,BMW,6
Clare,BMW,2
Clare,BMW,20
Clare,BMW,4
Clare,BMW,2
Clare,BMW,7
Clare,BMW,10
Clare,BMW,11
Clare,BMW,7
Clare,BMW,29
Clare,BMW,19
Clare,BMW,99
Clare,BMW,44
Clare,BMW,34
Clare,BMW,78
Clare,BMW,59
Clare,BMW,84
Clare,BMW,65
Clare,BMW,69
Clare,BMW,72
Clare,BMW,55
Clare,BMW,68
Clare,BMW,75
Clare,BMW,52
Clare,BMW,36
Clare,BMW,41
Clare,BMW,49
Clare,BMW,57
Clare,BMW,39
Clare,BMW,30
Clare,BMW,11
Clare,BMW,24
Clare,BMW,22
Clare,BMW,53
Clare,BMW,33
Clare,BMW,49
Clare,BMW,83
Clare,BMW,37
Clare,BMW,34
Clare,BMW,46
Clare,BMW,39
Clare,BMW,26
Clare,BMW,33
Clare,BMW,29
Clare,BMW,7
Clare,BMW,6
Clare,BMW,15
Clare,BMW,6
Clare,BMW,4
Clare,BMW,14
Clare,BMW,11
Clare,BMW,3
Clare,BMW,5
Clare,BMW,13
Clare,BMW,6
Clare,BMW,3
Clare,BMW,2
Clare,BMW,4
Clare,BMW,6
Clare,BMW,6
Clare,BMW,44
Clare,BMW,21
Clare,BMW,24
Clare,BMW,16
Clare,BMW,29
Clare,BMW,26
Clare,BMW,23
Clare,BMW,16
Clare,BMW,13
Clare,BMW,8
Clare,BMW,35
Clare,BMW,26
Clare,BMW,32
Clare,BMW,14
Clare,BMW,29
Clare,BMW,35
Clare,BMW,19
Clare,BMW,9
Clare,BMW,7
Clare,BMW,16
Clare,BMW,14
Clare,BMW,12
Clare,BMW,13
Clare,BMW,29
Clare,BMW,11
Clare,BMW,21
Clare,BMW,48
Clare,BMW,29
Clare,BMW,32
Clare,BMW,27
Clare,BMW,47
Clare,BMW,19
Clare,BMW,15
Clare,BMW,24
Clare,BMW,15
Clare,BMW,29
Clare,BMW,39
Clare,BMW,42
Clare,BMW,38
Clare,BMW,23
Clare,BMW,31
Clare,BMW,4
Clare,BMW,13
Clare,BMW,17
Clare,BMW,18
Clare,BMW,8
Clare,BMW,10
Clare,BMW,5
Clare,BMW,9
Clare,BMW,1
Clare,BMW,10
Clare,BMW,7
Clare,BMW,6
Clare,BMW,8
Clare,BMW,38
Clare,BMW,7
Clare,BMW,17
Clare,BMW,14
Clare,BMW,9
Clare,BMW,4
Clare,BMW,5
Clare,BMW,6
Clare,BMW,11
Clare,BMW,23
Clare,BMW,11
Clare,BMW,3
Clare,BMW,4
Clare,BMW,6
Clare,BMW,7
Clare,BMW,4
Clare,BMW,8
Clare,BMW,5
Clare,BMW,2
Clare,BMW,1
Clare,BMW,8
Clare,BMW,4
Clare,BMW,6
Clare,BMW,11
Clare,BMW,7
Clare,BMW,7
Clare,BMW,2
Clare,BMW,4
Clare,BMW,10
Clare,BMW,11
Clare,BMW,6
Clare,BMW,33
Clare,BMW,48
Clare,BMW,7
Clare,BMW,30
Clare,BMW,23
Clare,BMW,20
Clare,BMW,6
Clare,BMW,2
Clare,BMW,19
Clare,BMW,53
Clare,BMW,30
Clare,BMW,17
Clare,BMW,36
Clare,BMW,12
Clare,BMW,5
Clare,BMW,2
Clare,BMW,6
Clare,BMW,4
Clare,BMW,11
Clare,BMW,5
Clare,BMW,7
Clare,BMW,3
Clare,BMW,5
Clare,BMW,2
Clare,BMW,7
Clare,BMW,12
Clare,BMW,6
Clare,BMW,1
Clare,BMW,5
Clare,BMW,1
Clare,BMW,3
Clare,BMW,4
Clare,BMW,9
Clare,BMW,12
Clare,BMW,2
Clare,BMW,3
Clare,BMW,10
Clare,BMW,6
Clare,BMW,0
Clare,BMW,9
Clare,BMW,6
Clare,BMW,3
Clare,BMW,17
Clare,BMW,11
Clare,BMW,8
Clare,BMW,17
Clare,BMW,10
Clare,BMW,15
Clare,BMW,5
Clare,BMW,14
Clare,BMW,24
Clare,BMW,33
Clare,BMW,26
Clare,BMW,33
Clare,BMW,1
Clare,BMW,5
Clare,BMW,17
Clare,BMW,4
Clare,BMW,1
Clare,BMW,8
Clare,BMW,5
Clare,BMW,5
Clare,BMW,6
Clare,BMW,0
Clare,BMW,1
Clare,BMW,0
Clare,BMW,7
Clare,BMW,4
Clare,BMW,9
Clare,BMW,7
Clare,BMW,17
Clare,BMW,6
Clare,BMW,1
Clare,BMW,1
Clare,BMW,8
Clare,BMW,8
Clare,BMW,16
Clare,BMW,10
Clare,BMW,3
Clare,BMW,3
Clare,BMW,3
Clare,BMW,8
Clare,BMW,20
Clare,BMW,1
Clare,BMW,19
Clare,BMW,2
Clare,BMW,4
Clare,BMW,3
Clare,BMW,5
Clare,BMW,2
Clare,BMW,3
Clare,BMW,5
Clare,BMW,1
Clare,BMW,22
Clare,BMW,5
Clare,BMW,21
Clare,BMW,10
Clare,BMW,17
Clare,BMW,3
Clare,BMW,8
Clare,BMW,5
Clare,BMW,5
Clare,BMW,3
Clare,BMW,2
Clare,BMW,2
Clare,BMW,7
Clare,BMW,1
Clare,BMW,1
Clare,BMW,1
Clare,BMW,1
Clare,BMW,6
Clare,BMW,9
Clare,BMW,11
Clare,BMW,5
Clare,BMW,4
Clare,BMW,4
Clare,BMW,11
Clare,BMW,13
Clare,BMW,5
Clare,BMW,4
Clare,BMW,10
Clare,BMW,6
Clare,BMW,6
Clare,BMW,5
Clare,BMW,3
Clare,BMW,3
Clare,BMW,2
Clare,BMW,7
Clare,BMW,5
Clare,BMW,5
Clare,BMW,13
Clare,BMW,20
Clare,BMW,9
Clare,BMW,41
Clare,BMW,3
Clare,BMW,5
Clare,BMW,4
Clare,BMW,2
Clare,BMW,11
Clare,BMW,3
Clare,BMW,3
Clare,BMW,33
Clare,BMW,23
Clare,BMW,4
Clare,BMW,1
Clare,BMW,2
Clare,BMW,6
Clare,BMW,6
Clare,BMW,7
Clare,BMW,8
Clare,BMW,4
Clare,BMW,7
Clare,BMW,3
Clare,BMW,6
Clare,BMW,3
Clare,BMW,5
Clare,BMW,4
Clare,BMW,3
Clare,BMW,2
Clare,BMW,5
Clare,BMW,4
Clare,BMW,11
Clare,BMW,2
Clare,BMW,1
Clare,BMW,2
Clare,BMW,3
Clare,BMW,1
Clare,BMW,2
Clare,BMW,5
Clare,BMW,21
Clare,BMW,0
Clare,BMW,1
Clare,BMW,5
Clare,BMW,18
Clare,BMW,5
Clare,BMW,30
Clare,BMW,3
Clare,BMW,5
Clare,BMW,7
Clare,BMW,15
Clare,BMW,25
Clare,BMW,39
Clare,BMW,7
Clare,BMW,34
Clare,BMW,4
Clare,BMW,8
Clare,BMW,32
Clare,BMW,20
Clare,BMW,259
Clare,BMW,5
Clare,BMW,264
Clare,BMW,5
Clare,BMW,5
Clare,BMW,4
Clare,BMW,2
Clare,BMW,4
Clare,BMW,13
Clare,BMW,10
Clare,BMW,12
Clare,BMW,3
Clare,BMW,6
Clare,BMW,7
Clare,BMW,9
Clare,BMW,9
Clare,BMW,4
Clare,BMW,16
Clare,BMW,18
Clare,BMW,8
Clare,BMW,4
Clare,BMW,2
Clare,BMW,1
Clare,BMW,55
Clare,BMW,6
Clare,BMW,2
Clare,BMW,6
Clare,BMW,1
Clare,BMW,13
