County,NUTS_II,Foot
Cork County,SE,6
Cork County,SE,8
Cork County,SE,9
Cork County,SE,7
Cork County,SE,2
Cork County,SE,8
Cork County,SE,22
Cork County,SE,3
Cork County,SE,4
Cork County,SE,5
Cork County,SE,6
Cork County,SE,14
Cork County,SE,5
Cork County,SE,6
Cork County,SE,19
Cork County,SE,14
Cork County,SE,28
Cork County,SE,20
Cork County,SE,36
Cork County,SE,38
Cork County,SE,35
Cork County,SE,38
Cork County,SE,43
Cork County,SE,21
Cork County,SE,57
Cork County,SE,7
Cork County,SE,26
Cork County,SE,7
Cork County,SE,9
Cork County,SE,48
Cork County,SE,30
Cork County,SE,11
Cork County,SE,11
Cork County,SE,46
Cork County,SE,4
Cork County,SE,12
Cork County,SE,6
Cork County,SE,3
Cork County,SE,5
Cork County,SE,2
Cork County,SE,2
Cork County,SE,8
Cork County,SE,7
Cork County,SE,12
Cork County,SE,9
Cork County,SE,16
Cork County,SE,22
Cork County,SE,2
Cork County,SE,3
Cork County,SE,4
Cork County,SE,6
Cork County,SE,4
Cork County,SE,3
Cork County,SE,8
Cork County,SE,3
Cork County,SE,2
Cork County,SE,5
Cork County,SE,3
Cork County,SE,4
Cork County,SE,4
Cork County,SE,1
Cork County,SE,4
Cork County,SE,11
Cork County,SE,9
Cork County,SE,13
Cork County,SE,23
Cork County,SE,1
Cork County,SE,1
Cork County,SE,14
Cork County,SE,3
Cork County,SE,5
Cork County,SE,21
Cork County,SE,1
Cork County,SE,8
Cork County,SE,7
Cork County,SE,3
Cork County,SE,5
Cork County,SE,5
Cork County,SE,15
Cork County,SE,2
Cork County,SE,4
Cork County,SE,10
Cork County,SE,1
Cork County,SE,8
Cork County,SE,2
Cork County,SE,2
Cork County,SE,1
Cork County,SE,5
Cork County,SE,1
Cork County,SE,12
Cork County,SE,7
Cork County,SE,2
Cork County,SE,8
Cork County,SE,3
Cork County,SE,7
Cork County,SE,5
Cork County,SE,12
Cork County,SE,11
Cork County,SE,10
Cork County,SE,6
Cork County,SE,3
Cork County,SE,1
Cork County,SE,2
Cork County,SE,3
Cork County,SE,9
Cork County,SE,18
Cork County,SE,12
Cork County,SE,7
Cork County,SE,1
Cork County,SE,10
Cork County,SE,5
Cork County,SE,4
Cork County,SE,3
Cork County,SE,9
Cork County,SE,6
Cork County,SE,6
Cork County,SE,10
Cork County,SE,2
Cork County,SE,2
Cork County,SE,6
Cork County,SE,11
Cork County,SE,22
Cork County,SE,9
Cork County,SE,30
Cork County,SE,14
Cork County,SE,19
Cork County,SE,1
Cork County,SE,2
Cork County,SE,6
Cork County,SE,10
Cork County,SE,10
Cork County,SE,15
Cork County,SE,2
Cork County,SE,9
Cork County,SE,1
Cork County,SE,24
Cork County,SE,8
Cork County,SE,26
Cork County,SE,9
Cork County,SE,27
Cork County,SE,5
Cork County,SE,5
Cork County,SE,5
Cork County,SE,3
Cork County,SE,7
Cork County,SE,16
Cork County,SE,9
Cork County,SE,1
Cork County,SE,3
Kerry,SE,57
Kerry,SE,19
Kerry,SE,43
Kerry,SE,29
Kerry,SE,19
Kerry,SE,30
Kerry,SE,42
Kerry,SE,26
Kerry,SE,13
Kerry,SE,38
Kerry,SE,26
Kerry,SE,33
Kerry,SE,32
Kerry,SE,24
Kerry,SE,49
Kerry,SE,33
Kerry,SE,36
Kerry,SE,38
Kerry,SE,20
Kerry,SE,22
Kerry,SE,25
Kerry,SE,45
Kerry,SE,12
Kerry,SE,50
Kerry,SE,21
Kerry,SE,17
Kerry,SE,11
Kerry,SE,16
Kerry,SE,43
Kerry,SE,11
Kerry,SE,14
Kerry,SE,23
Kerry,SE,32
Kerry,SE,64
Kerry,SE,24
Kerry,SE,18
Kerry,SE,30
Kerry,SE,13
Kerry,SE,25
Kerry,SE,18
Kerry,SE,17
Kerry,SE,20
Kerry,SE,17
Kerry,SE,16
Kerry,SE,18
Kerry,SE,23
Kerry,SE,27
Kerry,SE,42
Kerry,SE,20
Kerry,SE,20
Kerry,SE,14
Kerry,SE,25
Kerry,SE,42
Kerry,SE,20
Kerry,SE,7
Kerry,SE,9
Kerry,SE,41
Kerry,SE,37
Kerry,SE,11
Kerry,SE,16
Kerry,SE,10
Kerry,SE,19
Kerry,SE,12
Kerry,SE,22
Kerry,SE,8
Kerry,SE,24
Kerry,SE,15
Kerry,SE,46
Kerry,SE,52
Kerry,SE,26
Kerry,SE,17
Kerry,SE,40
Kerry,SE,25
Kerry,SE,46
Kerry,SE,23
Kerry,SE,25
Kerry,SE,22
Kerry,SE,24
Kerry,SE,45
Kerry,SE,38
Kerry,SE,14
Kerry,SE,49
Kerry,SE,16
Kerry,SE,33
Kerry,SE,20
Kerry,SE,21
Kerry,SE,6
Kerry,SE,14
Kerry,SE,29
Kerry,SE,28
Kerry,SE,36
Kerry,SE,20
Kerry,SE,24
Kerry,SE,2
Kerry,SE,2
Kerry,SE,2
Kerry,SE,11
Kerry,SE,4
Kerry,SE,6
Kerry,SE,12
Kerry,SE,1
Kerry,SE,3
Kerry,SE,37
Kerry,SE,25
Kerry,SE,25
Kerry,SE,31
Kerry,SE,6
Kerry,SE,46
Kerry,SE,29
Kerry,SE,4
Kerry,SE,1
Kerry,SE,4
Kerry,SE,4
Kerry,SE,3
Kerry,SE,6
Kerry,SE,7
Kerry,SE,5
Kerry,SE,4
Kerry,SE,0
Kerry,SE,0
Kerry,SE,4
Kerry,SE,4
Kerry,SE,0
Kerry,SE,8
Kerry,SE,6
Kerry,SE,30
Kerry,SE,2
Kerry,SE,3
Kerry,SE,3
Kerry,SE,3
Kerry,SE,0
Kerry,SE,7
Kerry,SE,3
Kerry,SE,5
Kerry,SE,6
Kerry,SE,1
Kerry,SE,2
Kerry,SE,1
Kerry,SE,1
Kerry,SE,8
Kerry,SE,5
Kerry,SE,9
Kerry,SE,5
Kerry,SE,25
Kerry,SE,3
Kerry,SE,2
Kerry,SE,0
Kerry,SE,9
Kerry,SE,21
Kerry,SE,1
Kerry,SE,13
Kerry,SE,4
Kerry,SE,5
Kerry,SE,13
Kerry,SE,7
Kerry,SE,5
Kerry,SE,2
Kerry,SE,6
Kerry,SE,3
Kerry,SE,4
Kerry,SE,6
Kerry,SE,22
Kerry,SE,19
Kerry,SE,7
Kerry,SE,3
Kerry,SE,1
Kerry,SE,12
Kerry,SE,3
Kerry,SE,3
Kerry,SE,4
Kerry,SE,15
Kerry,SE,21
Kerry,SE,48
Kerry,SE,42
Kerry,SE,65
Kerry,SE,46
Kerry,SE,22
Kerry,SE,41
Kerry,SE,23
Kerry,SE,4
Kerry,SE,4
Kerry,SE,1
Kerry,SE,4
Kerry,SE,10
Kerry,SE,6
Kerry,SE,1
Kerry,SE,104
Kerry,SE,33
Kerry,SE,3
Kerry,SE,1
Kerry,SE,8
Kerry,SE,13
Kerry,SE,11
Kerry,SE,9
Kerry,SE,5
Kerry,SE,5
Kerry,SE,3
Kerry,SE,3
Kerry,SE,7
Kerry,SE,0
Kerry,SE,5
Kerry,SE,2
Kerry,SE,4
Kerry,SE,3
Kerry,SE,2
Kerry,SE,1
Kerry,SE,3
Kerry,SE,7
Kerry,SE,4
Kerry,SE,12
Kerry,SE,0
Kerry,SE,6
Kerry,SE,8
Kerry,SE,4
Kerry,SE,6
Kerry,SE,5
Kerry,SE,11
Kerry,SE,3
Kerry,SE,3
Kerry,SE,5
Kerry,SE,2
Kerry,SE,3
Kerry,SE,2
Kerry,SE,1
Kerry,SE,5
Kerry,SE,1
Kerry,SE,3
Kerry,SE,4
Kerry,SE,0
Kerry,SE,4
Kerry,SE,10
Kerry,SE,6
Kerry,SE,2
Kerry,SE,3
Kerry,SE,8
Kerry,SE,21
Kerry,SE,14
Kerry,SE,23
Kerry,SE,34
Kerry,SE,18
Kerry,SE,26
Kerry,SE,2
Kerry,SE,27
Kerry,SE,10
Kerry,SE,18
Kerry,SE,9
Kerry,SE,15
Kerry,SE,15
Kerry,SE,17
Kerry,SE,7
Kerry,SE,0
Kerry,SE,6
Kerry,SE,10
Kerry,SE,5
Kerry,SE,2
Kerry,SE,6
Kerry,SE,5
Kerry,SE,17
Kerry,SE,36
Kerry,SE,13
Kerry,SE,8
Kerry,SE,13
Kerry,SE,6
Kerry,SE,3
Kerry,SE,5
Kerry,SE,4
Kerry,SE,5
Kerry,SE,3
Kerry,SE,5
Kerry,SE,14
Kerry,SE,3
Kerry,SE,2
Kerry,SE,3
Kerry,SE,4
Kerry,SE,0
Kerry,SE,3
Kerry,SE,0
Kerry,SE,2
Kerry,SE,7
Kerry,SE,2
Kerry,SE,3
Kerry,SE,6
Kerry,SE,11
Kerry,SE,2
Kerry,SE,1
Kerry,SE,7
Kerry,SE,3
Kerry,SE,6
Kerry,SE,25
Kerry,SE,11
Kerry,SE,2
Kerry,SE,0
Kerry,SE,4
Kerry,SE,5
Kerry,SE,2
Kerry,SE,4
Kerry,SE,2
Kerry,SE,4
Kerry,SE,3
Kerry,SE,4
Kerry,SE,7
Kerry,SE,9
Kerry,SE,7
Kerry,SE,7
Kerry,SE,7
Kerry,SE,7
Kerry,SE,4
Kerry,SE,10
Kerry,SE,2
Kerry,SE,6
Kerry,SE,3
Kerry,SE,10
Kerry,SE,3
Kerry,SE,2
Kerry,SE,1
Kerry,SE,5
Kerry,SE,6
Kerry,SE,3
Kerry,SE,4
Kerry,SE,8
Kerry,SE,5
Kerry,SE,8
Kerry,SE,4
Kerry,SE,24
Kerry,SE,2
Kerry,SE,22
Kerry,SE,5
Kerry,SE,7
Kerry,SE,3
Kerry,SE,9
Kerry,SE,52
Kerry,SE,17
Kerry,SE,10
Kerry,SE,1
Kerry,SE,4
Kerry,SE,4
Kerry,SE,5
Kerry,SE,3
Kerry,SE,11
Kerry,SE,2
Kerry,SE,8
Kerry,SE,14
Kerry,SE,26
Kerry,SE,67
Kerry,SE,26
Kerry,SE,15
Kerry,SE,9
Kerry,SE,17
Kerry,SE,11
Kerry,SE,3
Kerry,SE,5
Kerry,SE,4
Kerry,SE,3
Kerry,SE,40
Kerry,SE,34
Kerry,SE,30
Kerry,SE,6
Kerry,SE,13
Kerry,SE,28
Kerry,SE,25
Kerry,SE,19
Kerry,SE,16
Kerry,SE,9
Kerry,SE,12
Kerry,SE,2
Kerry,SE,16
Kerry,SE,25
Kerry,SE,19
Kerry,SE,65
Kerry,SE,4
Kerry,SE,4
Kerry,SE,1
Kerry,SE,3
Kerry,SE,1
Kerry,SE,9
Kerry,SE,4
Kerry,SE,6
Kerry,SE,12
Kerry,SE,3
Kerry,SE,10
Kerry,SE,38
Kerry,SE,18
Kerry,SE,2
Kerry,SE,6
Kerry,SE,24
Kerry,SE,3
Kerry,SE,5
Kerry,SE,1
Kerry,SE,33
Kerry,SE,13
Kerry,SE,19
Kerry,SE,17
Kerry,SE,11
Kerry,SE,8
Kerry,SE,8
Kerry,SE,6
Kerry,SE,13
Kerry,SE,8
Kerry,SE,10
Kerry,SE,8
Kerry,SE,7
Kerry,SE,9
Kerry,SE,10
Kerry,SE,4
Kerry,SE,9
Kerry,SE,13
Kerry,SE,7
Kerry,SE,8
Kerry,SE,5
Kerry,SE,2
Kerry,SE,3
Kerry,SE,2
Kerry,SE,8
Kerry,SE,4
Kerry,SE,3
Kerry,SE,6
Kerry,SE,3
Kerry,SE,14
Kerry,SE,4
Kerry,SE,3
Kerry,SE,7
Kerry,SE,1
Kerry,SE,4
Kerry,SE,6
Kerry,SE,10
Kerry,SE,20
Kerry,SE,6
Kerry,SE,24
Kerry,SE,13
Kerry,SE,10
Kerry,SE,3
Kerry,SE,2
Kerry,SE,2
Kerry,SE,3
Kerry,SE,20
Kerry,SE,11
Kerry,SE,7
Kerry,SE,8
Kerry,SE,10
Kerry,SE,4
Kerry,SE,4
Kerry,SE,3
Kerry,SE,16
Kerry,SE,2
Kerry,SE,3
Kerry,SE,4
Kerry,SE,3
Kerry,SE,9
Kerry,SE,11
Kerry,SE,1
Kerry,SE,7
Kerry,SE,16
Kerry,SE,5
Kerry,SE,13
Kerry,SE,33
Kerry,SE,16
Kerry,SE,5
Kerry,SE,10
Kerry,SE,10
Kerry,SE,14
Kerry,SE,1
Kerry,SE,3
Kerry,SE,1
Kerry,SE,3
Kerry,SE,4
Kerry,SE,3
Kerry,SE,4
Kerry,SE,6
Kerry,SE,11
Kerry,SE,7
Kerry,SE,6
Kerry,SE,2
Kerry,SE,2
Kerry,SE,4
Kerry,SE,1
Kerry,SE,2
Kerry,SE,6
Kerry,SE,9
Kerry,SE,9
Kerry,SE,8
Kerry,SE,11
Kerry,SE,5
Kerry,SE,8
Kerry,SE,3
Kerry,SE,0
Kerry,SE,2
Kerry,SE,9
Kerry,SE,6
Kerry,SE,8
Kerry,SE,8
Kerry,SE,10
Kerry,SE,13
Kerry,SE,9
Kerry,SE,5
Kerry,SE,5
Kerry,SE,5
Kerry,SE,16
Kerry,SE,30
Kerry,SE,19
Kerry,SE,11
Kerry,SE,10
Kerry,SE,3
Kerry,SE,0
Kerry,SE,6
Kerry,SE,2
Kerry,SE,8
Kerry,SE,3
Kerry,SE,4
Kerry,SE,3
Kerry,SE,22
Kerry,SE,6
Kerry,SE,12
Kerry,SE,8
Kerry,SE,3
Kerry,SE,9
Kerry,SE,4
Kerry,SE,21
Kerry,SE,25
Kerry,SE,4
Kerry,SE,14
Kerry,SE,13
Kerry,SE,0
Kerry,SE,1
Kerry,SE,10
Kerry,SE,2
Kerry,SE,3
Kerry,SE,4
Kerry,SE,6
Kerry,SE,6
Kerry,SE,1
Kerry,SE,23
Kerry,SE,20
Kerry,SE,25
Kerry,SE,4
Kerry,SE,10
Kerry,SE,6
Kerry,SE,3
Kerry,SE,9
Kerry,SE,4
Kerry,SE,5
Kerry,SE,7
Kerry,SE,6
Kerry,SE,11
Kerry,SE,15
Kerry,SE,3
Kerry,SE,3
Kerry,SE,5
Kerry,SE,2
Kerry,SE,10
Kerry,SE,3
Kerry,SE,3
Kerry,SE,13
Kerry,SE,5
Kerry,SE,4
Kerry,SE,4
Kerry,SE,4
Kerry,SE,7
Kerry,SE,7
Kerry,SE,8
Kerry,SE,7
Kerry,SE,2
Kerry,SE,4
Kerry,SE,6
Kerry,SE,47
Kerry,SE,19
Kerry,SE,27
Kerry,SE,12
Kerry,SE,6
Kerry,SE,30
Kerry,SE,49
Kerry,SE,16
Kerry,SE,22
Kerry,SE,26
Kerry,SE,18
Kerry,SE,27
Kerry,SE,4
Kerry,SE,6
Kerry,SE,27
Kerry,SE,8
Kerry,SE,9
Kerry,SE,5
Kerry,SE,7
Kerry,SE,2
Kerry,SE,2
Kerry,SE,7
Kerry,SE,3
Kerry,SE,4
Kerry,SE,2
Kerry,SE,1
Kerry,SE,4
Kerry,SE,5
Kerry,SE,4
Kerry,SE,9
Kerry,SE,3
Kerry,SE,7
Kerry,SE,7
Kerry,SE,4
Kerry,SE,5
Kerry,SE,0
Kerry,SE,4
Kerry,SE,5
Kerry,SE,19
Kerry,SE,1
Kerry,SE,5
Kerry,SE,5
Kerry,SE,21
Kerry,SE,6
Kerry,SE,5
Kerry,SE,4
Kerry,SE,1
Kerry,SE,4
Kerry,SE,4
Kerry,SE,6
Kerry,SE,5
Kerry,SE,4
Kerry,SE,7
Kerry,SE,7
Kerry,SE,45
Kerry,SE,3
Kerry,SE,10
Kerry,SE,9
Kerry,SE,12
Kerry,SE,5
Kerry,SE,31
Kerry,SE,16
Kerry,SE,45
Kerry,SE,39
Kerry,SE,20
Kerry,SE,37
Kerry,SE,4
Kerry,SE,5
Kerry,SE,13
Kerry,SE,12
Kerry,SE,17
Kerry,SE,17
Kerry,SE,34
Kerry,SE,10
Kerry,SE,23
Kerry,SE,12
Kerry,SE,11
Kerry,SE,11
Kerry,SE,55
Kerry,SE,17
Kerry,SE,19
Kerry,SE,26
Kerry,SE,17
Kerry,SE,8
Kerry,SE,10
Kerry,SE,19
Kerry,SE,44
Kerry,SE,16
Kerry,SE,27
Kerry,SE,53
Kerry,SE,15
Kerry,SE,23
Kerry,SE,13
Kerry,SE,19
Kerry,SE,7
Kerry,SE,32
Kerry,SE,36
Kerry,SE,16
Kerry,SE,33
Kerry,SE,23
Kerry,SE,32
Kerry,SE,13
Kerry,SE,22
Kerry,SE,20
Kerry,SE,30
Kerry,SE,37
Kerry,SE,28
Kerry,SE,15
Kerry,SE,39
Kerry,SE,31
Kerry,SE,26
Kerry,SE,7
Kerry,SE,13
Kerry,SE,30
Kerry,SE,15
Kerry,SE,64
Kerry,SE,28
Kerry,SE,20
Kerry,SE,37
Kerry,SE,32
Kerry,SE,22
Kerry,SE,35
Kerry,SE,36
Kerry,SE,35
Kerry,SE,19
Kerry,SE,5
Kerry,SE,15
Kerry,SE,10
Kerry,SE,8
Kerry,SE,19
Kerry,SE,23
Kerry,SE,15
Kerry,SE,15
Kerry,SE,25
Kerry,SE,39
Kerry,SE,4
Kerry,SE,8
Kerry,SE,6
Limerick City,BMW,34
Limerick City,BMW,39
Limerick City,BMW,19
Limerick City,BMW,52
Limerick City,BMW,32
Limerick City,BMW,20
Limerick City,BMW,42
Limerick City,BMW,42
Limerick City,BMW,51
Limerick City,BMW,21
Limerick City,BMW,161
Limerick City,BMW,56
Limerick City,BMW,24
Limerick City,BMW,12
Limerick City,BMW,13
Limerick City,BMW,16
Limerick City,BMW,14
Limerick City,BMW,39
Limerick City,BMW,43
Limerick City,BMW,27
Limerick City,BMW,30
Limerick City,BMW,48
Limerick City,BMW,24
Limerick City,BMW,24
Limerick City,BMW,27
Limerick City,BMW,31
Limerick City,BMW,22
Limerick City,BMW,9
Limerick City,BMW,31
Limerick City,BMW,41
Limerick City,BMW,61
Limerick City,BMW,33
Limerick City,BMW,33
Limerick City,BMW,38
Limerick City,BMW,21
Limerick City,BMW,32
Limerick City,BMW,27
Limerick City,BMW,36
Limerick City,BMW,49
Limerick City,BMW,65
Limerick City,BMW,51
Limerick City,BMW,63
Limerick City,BMW,45
Limerick City,BMW,29
Limerick City,BMW,24
Limerick City,BMW,27
Limerick City,BMW,26
Limerick City,BMW,151
Limerick City,BMW,41
Limerick City,BMW,44
Limerick City,BMW,11
Limerick City,BMW,22
Limerick City,BMW,15
Limerick City,BMW,31
Limerick City,BMW,20
Limerick City,BMW,42
Limerick City,BMW,34
Limerick City,BMW,42
Limerick City,BMW,40
Limerick City,BMW,31
Limerick City,BMW,51
Limerick City,BMW,44
Limerick City,BMW,49
Limerick City,BMW,35
Limerick City,BMW,52
Limerick City,BMW,8
Limerick City,BMW,44
Limerick City,BMW,32
Limerick City,BMW,39
Limerick City,BMW,40
Limerick City,BMW,42
Limerick City,BMW,36
Limerick City,BMW,33
Limerick City,BMW,37
Limerick City,BMW,32
Limerick City,BMW,28
Limerick City,BMW,40
Limerick City,BMW,55
Limerick City,BMW,48
Limerick City,BMW,49
Limerick City,BMW,55
Limerick City,BMW,38
Limerick City,BMW,33
Limerick City,BMW,39
Limerick City,BMW,21
Limerick City,BMW,23
Limerick City,BMW,8
Limerick City,BMW,27
Limerick City,BMW,29
Limerick City,BMW,15
Limerick City,BMW,26
Limerick City,BMW,22
Limerick City,BMW,15
Limerick City,BMW,48
Limerick City,BMW,40
Limerick City,BMW,13
Limerick City,BMW,22
Limerick City,BMW,34
Limerick City,BMW,50
Limerick City,BMW,80
Limerick City,BMW,51
Limerick City,BMW,36
Limerick City,BMW,39
Limerick City,BMW,34
Limerick City,BMW,39
Limerick City,BMW,34
Limerick City,BMW,58
Limerick City,BMW,36
Limerick City,BMW,50
Limerick City,BMW,80
Limerick City,BMW,68
Limerick City,BMW,49
Limerick City,BMW,41
Limerick City,BMW,82
Limerick City,BMW,54
Limerick City,BMW,48
Limerick City,BMW,59
Limerick City,BMW,32
Limerick City,BMW,63
Limerick City,BMW,65
Limerick City,BMW,65
Limerick City,BMW,150
Limerick City,BMW,83
Limerick City,BMW,21
Limerick City,BMW,45
Limerick City,BMW,27
Limerick City,BMW,44
Limerick City,BMW,47
Limerick City,BMW,25
Limerick City,BMW,10
Limerick City,BMW,20
Limerick City,BMW,33
Limerick City,BMW,59
Limerick City,BMW,23
Limerick City,BMW,15
Limerick City,BMW,27
Limerick City,BMW,27
Limerick City,BMW,25
Limerick City,BMW,37
Limerick City,BMW,42
Limerick City,BMW,41
Limerick City,BMW,59
Limerick City,BMW,32
Limerick City,BMW,24
Limerick City,BMW,30
Limerick City,BMW,39
Limerick City,BMW,44
Limerick City,BMW,50
Limerick City,BMW,14
Limerick City,BMW,29
Limerick City,BMW,24
Limerick City,BMW,21
Limerick City,BMW,40
Limerick City,BMW,35
Limerick City,BMW,27
Limerick City,BMW,76
Limerick City,BMW,24
Limerick City,BMW,32
Limerick City,BMW,38
Limerick City,BMW,43
Limerick City,BMW,77
Limerick City,BMW,68
Limerick City,BMW,28
Limerick City,BMW,24
Limerick City,BMW,34
Limerick City,BMW,38
Limerick City,BMW,34
Limerick City,BMW,46
Limerick City,BMW,42
Limerick City,BMW,25
Limerick City,BMW,23
Limerick City,BMW,79
Limerick City,BMW,50
Limerick City,BMW,39
Limerick City,BMW,36
Limerick City,BMW,47
Limerick City,BMW,82
Limerick City,BMW,35
Limerick City,BMW,61
Limerick City,BMW,53
Limerick City,BMW,31
Limerick City,BMW,11
Limerick City,BMW,39
Limerick City,BMW,129
Limerick City,BMW,99
Limerick City,BMW,36
Limerick City,BMW,46
Limerick City,BMW,28
Limerick City,BMW,42
Limerick City,BMW,19
Limerick City,BMW,29
Limerick City,BMW,22
Limerick City,BMW,33
Limerick City,BMW,22
Limerick City,BMW,33
Limerick City,BMW,30
Limerick City,BMW,26
Limerick City,BMW,16
Limerick City,BMW,30
Limerick City,BMW,42
Limerick City,BMW,41
Limerick City,BMW,100
Limerick City,BMW,33
Limerick City,BMW,28
Limerick City,BMW,37
Limerick City,BMW,32
Limerick City,BMW,41
Limerick City,BMW,48
Limerick City,BMW,28
Limerick City,BMW,43
Limerick City,BMW,43
Limerick City,BMW,42
Limerick City,BMW,46
Limerick City,BMW,31
Limerick City,BMW,24
Limerick City,BMW,52
Limerick City,BMW,34
Limerick City,BMW,32
Limerick City,BMW,27
Limerick City,BMW,29
Limerick City,BMW,20
Limerick City,BMW,42
Limerick City,BMW,8
Limerick City,BMW,32
Limerick City,BMW,44
Limerick City,BMW,52
Limerick City,BMW,18
Limerick City,BMW,5
Limerick City,BMW,23
Limerick City,BMW,23
Limerick City,BMW,34
Limerick City,BMW,28
Limerick City,BMW,18
Limerick City,BMW,18
Limerick City,BMW,30
Limerick City,BMW,10
Limerick City,BMW,31
Limerick City,BMW,32
Limerick City,BMW,24
Limerick City,BMW,2
Limerick City,BMW,24
Limerick City,BMW,11
Limerick City,BMW,18
Limerick City,BMW,13
Limerick City,BMW,10
Limerick City,BMW,15
Limerick City,BMW,6
Limerick City,BMW,16
Limerick City,BMW,14
Limerick City,BMW,24
Limerick City,BMW,31
Limerick City,BMW,23
Limerick City,BMW,45
Limerick City,BMW,26
Limerick City,BMW,6
Limerick City,BMW,20
Limerick City,BMW,38
Limerick City,BMW,40
Limerick County,BMW,4
Limerick County,BMW,6
Limerick County,BMW,16
Limerick County,BMW,25
Limerick County,BMW,47
Limerick County,BMW,4
Limerick County,BMW,37
Limerick County,BMW,17
Limerick County,BMW,4
Limerick County,BMW,22
Limerick County,BMW,16
Limerick County,BMW,14
Limerick County,BMW,10
Limerick County,BMW,21
Limerick County,BMW,9
Limerick County,BMW,16
Limerick County,BMW,11
Limerick County,BMW,12
Limerick County,BMW,6
Limerick County,BMW,4
Limerick County,BMW,4
Limerick County,BMW,3
Limerick County,BMW,0
Limerick County,BMW,9
Limerick County,BMW,14
Limerick County,BMW,11
Limerick County,BMW,3
Limerick County,BMW,3
Limerick County,BMW,58
Limerick County,BMW,9
Limerick County,BMW,40
Limerick County,BMW,38
Limerick County,BMW,31
Limerick County,BMW,7
Limerick County,BMW,7
Limerick County,BMW,2
Limerick County,BMW,5
Limerick County,BMW,4
Limerick County,BMW,19
Limerick County,BMW,11
Limerick County,BMW,5
Limerick County,BMW,1
Limerick County,BMW,3
Limerick County,BMW,12
Limerick County,BMW,6
Limerick County,BMW,3
Limerick County,BMW,8
Limerick County,BMW,3
Limerick County,BMW,21
Limerick County,BMW,10
Limerick County,BMW,11
Limerick County,BMW,10
Limerick County,BMW,17
Limerick County,BMW,9
Limerick County,BMW,5
Limerick County,BMW,1
Limerick County,BMW,4
Limerick County,BMW,2
Limerick County,BMW,14
Limerick County,BMW,3
Limerick County,BMW,5
Limerick County,BMW,4
Limerick County,BMW,8
Limerick County,BMW,10
Limerick County,BMW,11
Limerick County,BMW,14
Limerick County,BMW,25
Limerick County,BMW,37
Limerick County,BMW,7
Limerick County,BMW,4
Limerick County,BMW,9
Limerick County,BMW,28
Limerick County,BMW,14
Limerick County,BMW,6
Limerick County,BMW,6
Limerick County,BMW,0
Limerick County,BMW,5
Limerick County,BMW,2
Limerick County,BMW,11
Limerick County,BMW,6
Limerick County,BMW,3
Limerick County,BMW,4
Limerick County,BMW,5
Limerick County,BMW,3
Limerick County,BMW,10
Limerick County,BMW,5
Limerick County,BMW,5
Limerick County,BMW,13
Limerick County,BMW,6
Limerick County,BMW,13
Limerick County,BMW,37
Limerick County,BMW,36
Limerick County,BMW,8
Limerick County,BMW,8
Limerick County,BMW,48
Limerick County,BMW,17
Limerick County,BMW,25
Limerick County,BMW,19
Limerick County,BMW,7
Limerick County,BMW,26
Limerick County,BMW,38
Limerick County,BMW,9
Limerick County,BMW,20
Limerick County,BMW,54
Limerick County,BMW,26
Limerick County,BMW,38
Limerick County,BMW,22
Limerick County,BMW,8
Limerick County,BMW,16
Limerick County,BMW,0
Limerick County,BMW,16
Limerick County,BMW,2
Limerick County,BMW,5
Limerick County,BMW,0
Limerick County,BMW,3
Limerick County,BMW,9
Limerick County,BMW,8
Limerick County,BMW,4
Limerick County,BMW,9
Limerick County,BMW,13
Limerick County,BMW,5
Limerick County,BMW,13
Limerick County,BMW,0
Limerick County,BMW,6
Limerick County,BMW,3
Limerick County,BMW,2
Limerick County,BMW,6
Limerick County,BMW,9
Limerick County,BMW,10
Limerick County,BMW,2
Limerick County,BMW,4
Limerick County,BMW,8
Limerick County,BMW,7
Limerick County,BMW,4
Limerick County,BMW,4
Limerick County,BMW,2
Limerick County,BMW,4
Limerick County,BMW,6
Limerick County,BMW,16
Limerick County,BMW,9
Limerick County,BMW,24
Limerick County,BMW,18
Limerick County,BMW,20
Limerick County,BMW,16
Limerick County,BMW,23
Limerick County,BMW,27
Limerick County,BMW,18
Limerick County,BMW,21
Limerick County,BMW,31
Limerick County,BMW,25
Limerick County,BMW,8
Limerick County,BMW,9
Limerick County,BMW,13
Limerick County,BMW,12
Limerick County,BMW,12
Limerick County,BMW,28
Limerick County,BMW,15
Limerick County,BMW,10
Limerick County,BMW,13
Limerick County,BMW,15
Limerick County,BMW,50
Limerick County,BMW,9
Limerick County,BMW,25
Limerick County,BMW,16
Limerick County,BMW,17
Limerick County,BMW,12
Limerick County,BMW,43
Limerick County,BMW,40
Limerick County,BMW,31
Limerick County,BMW,8
Limerick County,BMW,20
Limerick County,BMW,7
Limerick County,BMW,12
Limerick County,BMW,14
Limerick County,BMW,14
Limerick County,BMW,14
Limerick County,BMW,30
Limerick County,BMW,11
Limerick County,BMW,29
Limerick County,BMW,25
Limerick County,BMW,11
Limerick County,BMW,16
Limerick County,BMW,6
Limerick County,BMW,19
Limerick County,BMW,7
Limerick County,BMW,12
Limerick County,BMW,7
Limerick County,BMW,10
Limerick County,BMW,16
Limerick County,BMW,52
Limerick County,BMW,17
Limerick County,BMW,27
Limerick County,BMW,52
Limerick County,BMW,23
Limerick County,BMW,44
Limerick County,BMW,32
Limerick County,BMW,14
Limerick County,BMW,6
Limerick County,BMW,2
